,index,likes,Checkins,Returns,Category,commBase,comm24,comm48,comm24_1,"diff_24,48",baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
24217,24217,2239009,51619,87722.0,9.0,348.0,348,0.0,348,348,22,141,2692.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,9
24218,24218,2239009,51619,87722.0,9.0,285.0,7,20.0,270,-13,64,92,1635.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
24219,24219,2239009,51619,87722.0,9.0,383.0,383,0.0,383,383,14,102,717.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,35
24220,24220,2239009,51619,87722.0,9.0,39.0,39,0.0,39,39,21,114,78.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,4
24221,24221,2239009,51619,87722.0,9.0,318.0,3,33.0,290,-30,65,476,1053.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
24222,24222,2239009,51619,87722.0,9.0,88.0,5,20.0,82,-15,50,116,272.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
24223,24223,2239009,51619,87722.0,9.0,30.0,30,0.0,30,30,5,148,64.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,6
24224,24224,2239009,51619,87722.0,9.0,92.0,92,0.0,92,92,11,122,262.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,18
24225,24225,2239009,51619,87722.0,9.0,97.0,97,0.0,97,97,18,134,99.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,3
24226,24226,2239009,51619,87722.0,9.0,17.0,1,16.0,16,-15,39,98,34.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,1
24227,24227,2239009,51619,87722.0,9.0,42.0,0,1.0,41,-1,72,512,27.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0
24228,24228,2239009,51619,87722.0,9.0,65.0,65,0.0,65,65,10,109,54.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,3
24229,24229,2239009,51619,87722.0,9.0,77.0,0,0.0,77,0,72,69,24.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24230,24230,2239009,51619,87722.0,9.0,16.0,16,0.0,16,16,3,114,65.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,8
24231,24231,2239009,51619,87722.0,9.0,38.0,0,10.0,35,-10,60,165,80.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24232,24232,2239009,51619,87722.0,9.0,65.0,1,7.0,62,-6,64,147,451.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24233,24233,2239009,51619,87722.0,9.0,138.0,10,128.0,135,-118,42,61,818.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5
24234,24234,2239009,51619,87722.0,9.0,178.0,34,144.0,174,-110,31,107,1609.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,8
24235,24235,2239009,51619,87722.0,9.0,0.0,0,0.0,0,0,15,46,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
24236,24236,2239009,51619,87722.0,9.0,5.0,0,4.0,5,-4,61,89,0.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24237,24237,2239009,51619,87722.0,9.0,2.0,0,1.0,2,-1,55,48,3.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24238,24238,2239009,51619,87722.0,9.0,1.0,0,1.0,1,-1,43,86,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24239,24239,2239009,51619,87722.0,9.0,3.0,0,3.0,3,-3,41,74,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24240,24240,2239009,51619,87722.0,9.0,2.0,1,1.0,1,0,28,51,14.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24241,24241,2239009,51619,87722.0,9.0,47.0,1,4.0,42,-3,68,211,157.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
24242,24242,2239009,51619,87722.0,9.0,33.0,8,25.0,33,-17,28,270,162.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24243,24243,2239009,51619,87722.0,9.0,51.0,13,38.0,50,-25,27,115,195.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,3
24244,24244,2239009,51619,87722.0,9.0,72.0,7,65.0,68,-58,41,130,141.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,3
24245,24245,2239009,51619,87722.0,9.0,27.0,8,19.0,26,-11,30,131,57.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24246,24246,2239009,51619,87722.0,9.0,179.0,15,164.0,172,-149,44,269,624.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,7
24247,24247,2239009,51619,87722.0,9.0,44.0,11,33.0,40,-22,38,307,99.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24248,24248,2239009,51619,87722.0,9.0,63.0,18,45.0,63,-27,31,97,30.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24249,24249,2239009,51619,87722.0,9.0,17.0,11,6.0,17,5,26,185,58.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24250,24250,2239009,51619,87722.0,9.0,17.0,3,14.0,15,-11,44,186,12.0,19,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
24251,24251,2239009,51619,87722.0,9.0,32.0,32,0.0,32,32,5,122,79.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,4
24252,24252,2239009,51619,87722.0,9.0,194.0,58,136.0,192,-78,30,111,1395.0,23,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,3
24253,24253,2239009,51619,87722.0,9.0,55.0,55,0.0,55,55,24,69,174.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
24254,24254,2239009,51619,87722.0,9.0,58.0,58,0.0,58,58,22,111,117.0,19,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,3
24255,24255,2239009,51619,87722.0,9.0,17.0,0,17.0,17,-17,31,262,44.0,8,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1
24256,24256,2239009,51619,87722.0,9.0,81.0,81,0.0,81,81,9,264,345.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,15
24257,24257,4375,0,0.0,13.0,0.0,0,0.0,0,0,21,0,0.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24258,24258,4375,0,0.0,13.0,0.0,0,0.0,0,0,6,114,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,0
24259,24259,4375,0,0.0,13.0,0.0,0,0.0,0,0,56,42,0.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24260,24260,4375,0,0.0,13.0,0.0,0,0.0,0,0,0,72,0.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
24261,24261,4375,0,0.0,13.0,0.0,0,0.0,0,0,3,271,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24262,24262,4375,0,0.0,13.0,0.0,0,0.0,0,0,54,0,3.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24263,24263,4375,0,0.0,13.0,0.0,0,0.0,0,0,19,312,0.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
24264,24264,4375,0,0.0,13.0,0.0,0,0.0,0,0,35,38,71.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
24265,24265,4375,0,0.0,13.0,1.0,0,0.0,1,0,52,271,234.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24266,24266,4375,0,0.0,13.0,1.0,0,0.0,1,0,66,94,5.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
24267,24267,4375,0,0.0,13.0,0.0,0,0.0,0,0,45,0,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24268,24268,4375,0,0.0,13.0,0.0,0,0.0,0,0,15,93,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
24269,24269,4375,0,0.0,13.0,0.0,0,0.0,0,0,22,115,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0
24270,24270,4375,0,0.0,13.0,0.0,0,0.0,0,0,47,82,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0
24271,24271,4375,0,0.0,13.0,0.0,0,0.0,0,0,18,42,0.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
24272,24272,4375,0,0.0,13.0,0.0,0,0.0,0,0,69,0,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
24273,24273,4375,0,0.0,13.0,0.0,0,0.0,0,0,52,14,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24274,24274,4375,0,0.0,13.0,0.0,0,0.0,0,0,49,45,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24275,24275,890,0,40.0,24.0,3.0,0,0.0,3,0,49,68,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
24276,24276,890,0,40.0,24.0,0.0,0,0.0,0,0,37,52,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0
24277,24277,890,0,40.0,24.0,2.0,0,1.0,1,-1,60,77,1.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0
24278,24278,890,0,40.0,24.0,0.0,0,0.0,0,0,51,28,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0
24279,24279,890,0,40.0,24.0,0.0,0,0.0,0,0,57,140,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0
24280,24280,890,0,40.0,24.0,0.0,0,0.0,0,0,7,16,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24281,24281,890,0,40.0,24.0,3.0,0,3.0,3,-3,42,47,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24282,24282,890,0,40.0,24.0,9.0,9,0.0,9,9,20,146,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
24283,24283,890,0,40.0,24.0,7.0,0,6.0,7,-6,49,216,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24284,24284,890,0,40.0,24.0,1.0,0,0.0,1,0,55,0,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24285,24285,890,0,40.0,24.0,6.0,6,0.0,6,6,14,113,3.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
24286,24286,890,0,40.0,24.0,6.0,0,1.0,6,-1,60,149,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0
24287,24287,890,0,40.0,24.0,0.0,0,0.0,0,0,23,2,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24288,24288,890,0,40.0,24.0,0.0,0,0.0,0,0,1,100,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,0
24289,24289,890,0,40.0,24.0,0.0,0,0.0,0,0,42,20,0.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24290,24290,890,0,40.0,24.0,0.0,0,0.0,0,0,38,37,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24291,24291,890,0,40.0,24.0,0.0,0,0.0,0,0,47,45,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0
24292,24292,890,0,40.0,24.0,0.0,0,0.0,0,0,71,106,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
24293,24293,890,0,40.0,24.0,0.0,0,0.0,0,0,69,2215,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0
24294,24294,890,0,40.0,24.0,0.0,0,0.0,0,0,1,62,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
24295,24295,890,0,40.0,24.0,0.0,0,0.0,0,0,7,93,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0
24296,24296,890,0,40.0,24.0,0.0,0,0.0,0,0,65,18,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
24297,24297,890,0,40.0,24.0,0.0,0,0.0,0,0,4,82,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,2
24298,24298,890,0,40.0,24.0,6.0,6,0.0,6,6,21,86,3.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
24299,24299,6751492,0,104226.0,9.0,506.0,95,411.0,460,-316,41,364,1337.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,31
24300,24300,6751492,0,104226.0,9.0,0.0,0,0.0,0,0,0,205,145.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,109
24301,24301,6751492,0,104226.0,9.0,121.0,5,18.0,101,-13,66,58,43.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,5
24302,24302,6751492,0,104226.0,9.0,861.0,444,417.0,826,27,28,82,516.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,115
24303,24303,6751492,0,104226.0,9.0,1067.0,105,363.0,610,-258,71,133,375.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2
24304,24304,6751492,0,104226.0,9.0,141.0,141,0.0,141,141,2,405,834.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,147
24305,24305,6751492,0,104226.0,9.0,224.0,1,8.0,216,-7,70,95,102.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,2
24306,24306,6751492,0,104226.0,9.0,219.0,6,17.0,202,-11,68,0,138.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,5
24307,24307,6751492,0,104226.0,9.0,46.0,3,43.0,43,-40,47,174,75.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,4
24308,24308,6751492,0,104226.0,9.0,90.0,14,76.0,88,-62,37,71,150.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,10
24309,24309,6751492,0,104226.0,9.0,115.0,8,20.0,99,-12,59,94,100.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
24310,24310,6751492,0,104226.0,9.0,0.0,0,0.0,0,0,0,274,565.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,465
24311,24311,6751492,0,104226.0,9.0,95.0,95,0.0,95,95,14,244,133.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,24
24312,24312,6751492,0,104226.0,9.0,340.0,340,0.0,340,340,11,105,353.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,103
24313,24313,6751492,0,104226.0,9.0,1973.0,91,403.0,1739,-312,63,305,4518.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,27
24314,24314,6751492,0,104226.0,9.0,134.0,9,31.0,94,-22,72,69,156.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,11
24315,24315,6751492,0,104226.0,9.0,134.0,134,0.0,134,134,13,287,344.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,37
24316,24316,6751492,0,104226.0,9.0,430.0,41,110.0,331,-69,60,0,759.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,6
24317,24317,6751492,0,104226.0,9.0,85.0,85,0.0,85,85,5,252,428.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,76
24318,24318,6751492,0,104226.0,9.0,169.0,14,16.0,142,-2,71,222,184.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,3
24319,24319,6751492,0,104226.0,9.0,84.0,84,0.0,84,84,17,204,210.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,18
24320,24320,6751492,0,104226.0,9.0,109.0,109,0.0,109,109,4,275,468.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,86
24321,24321,6751492,0,104226.0,9.0,205.0,123,82.0,196,41,26,292,423.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,28
24322,24322,6751492,0,104226.0,9.0,104.0,104,0.0,104,104,21,261,114.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,21
24323,24323,6751492,0,104226.0,9.0,46.0,5,3.0,40,2,66,421,45.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,1
24324,24324,6751492,0,104226.0,9.0,142.0,91,51.0,139,40,25,0,345.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,22
24325,24325,6751492,0,104226.0,9.0,214.0,13,53.0,173,-40,60,234,460.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24326,24326,6751492,0,104226.0,9.0,449.0,38,213.0,398,-175,51,232,546.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,10
24327,24327,6751492,0,104226.0,9.0,104.0,2,14.0,97,-12,66,283,247.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
24328,24328,6751492,0,104226.0,9.0,37.0,37,0.0,37,37,12,286,108.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,10
24329,24329,6751492,0,104226.0,9.0,41.0,41,0.0,41,41,19,306,80.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,7
24330,24330,6751492,0,104226.0,9.0,258.0,10,42.0,213,-32,70,317,635.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1
24331,24331,6751492,0,104226.0,9.0,96.0,25,71.0,92,-46,31,284,68.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,11
24332,24332,6751492,0,104226.0,9.0,106.0,17,89.0,97,-72,44,271,206.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,8
24333,24333,6751492,0,104226.0,9.0,68.0,11,57.0,58,-46,46,294,159.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,3
24334,24334,6751492,0,104226.0,9.0,161.0,161,0.0,161,161,22,183,288.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,38
24335,24335,6751492,0,104226.0,9.0,112.0,112,0.0,112,112,10,212,474.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,44
24336,24336,6751492,0,104226.0,9.0,15.0,5,10.0,12,-5,37,223,32.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1
24337,24337,6751492,0,104226.0,9.0,33.0,2,7.0,26,-5,66,156,44.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1
24338,24338,6751492,0,104226.0,9.0,47.0,47,0.0,47,47,1,157,95.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,48
24339,24339,6751492,0,104226.0,9.0,105.0,105,0.0,105,105,6,285,326.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,54
24340,24340,6751492,0,104226.0,9.0,117.0,117,0.0,117,117,5,355,220.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,70
24341,24341,6751492,0,104226.0,9.0,99.0,14,85.0,92,-71,41,552,48.0,20,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,6
24342,24342,6751492,0,104226.0,9.0,120.0,25,95.0,107,-70,37,354,97.0,22,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,11
24343,24343,6751492,0,104226.0,9.0,30.0,30,0.0,30,30,15,92,42.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,16
24344,24344,7461335,1478,218090.0,9.0,861.0,7,49.0,818,-42,70,393,1906.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,3
24345,24345,7461335,1478,218090.0,9.0,294.0,9,139.0,274,-130,54,416,573.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,3
24346,24346,7461335,1478,218090.0,9.0,462.0,135,327.0,441,-192,33,438,1313.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,22
24347,24347,7461335,1478,218090.0,9.0,513.0,126,387.0,497,-261,32,156,6056.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,12
24348,24348,7461335,1478,218090.0,9.0,233.0,56,177.0,218,-121,37,399,487.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,11
24349,24349,7461335,1478,218090.0,9.0,540.0,540,0.0,540,540,6,692,2030.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,196
24350,24350,7461335,1478,218090.0,9.0,166.0,166,0.0,166,166,15,432,270.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,27
24351,24351,7461335,1478,218090.0,9.0,189.0,11,93.0,174,-82,51,387,508.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5
24352,24352,7461335,1478,218090.0,9.0,553.0,9,49.0,498,-40,70,241,965.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2
24353,24353,7461335,1478,218090.0,9.0,599.0,67,532.0,557,-465,45,418,1656.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,16
24354,24354,7461335,1478,218090.0,9.0,106.0,106,0.0,106,106,2,281,546.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,124
24355,24355,7461335,1478,218090.0,9.0,600.0,8,92.0,560,-84,60,428,721.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,4
24356,24356,7461335,1478,218090.0,9.0,197.0,197,0.0,197,197,2,306,636.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,184
24357,24357,7461335,1478,218090.0,9.0,156.0,6,46.0,146,-40,59,250,161.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,3
24358,24358,7461335,1478,218090.0,9.0,86.0,86,0.0,86,86,16,402,123.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,10
24359,24359,7461335,1478,218090.0,9.0,343.0,343,0.0,343,343,12,425,618.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,56
24360,24360,7461335,1478,218090.0,9.0,186.0,186,0.0,186,186,6,248,88.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,135
24361,24361,7461335,1478,218090.0,9.0,97.0,16,31.0,57,-15,67,730,200.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,5
24362,24362,7461335,1478,218090.0,9.0,138.0,138,0.0,138,138,17,723,213.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,24
24363,24363,7461335,1478,218090.0,9.0,30.0,30,0.0,30,30,18,0,38.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,8
24364,24364,7461335,1478,218090.0,9.0,524.0,13,97.0,484,-84,61,131,3289.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,5
24365,24365,7461335,1478,218090.0,9.0,186.0,186,0.0,186,186,16,217,587.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,16
24366,24366,7461335,1478,218090.0,9.0,629.0,177,452.0,608,-275,27,130,447.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,18
24367,24367,7461335,1478,218090.0,9.0,294.0,294,0.0,294,294,16,170,138.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,30
24368,24368,7461335,1478,218090.0,9.0,94.0,94,0.0,94,94,3,391,51.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,84
24369,24369,7461335,1478,218090.0,9.0,56.0,56,0.0,56,56,6,92,76.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,19
24370,24370,7461335,1478,218090.0,9.0,51.0,51,0.0,51,51,4,193,63.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,63
24371,24371,7461335,1478,218090.0,9.0,70.0,15,55.0,68,-40,28,240,216.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,3
24372,24372,7461335,1478,218090.0,9.0,265.0,6,46.0,248,-40,57,270,375.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
24373,24373,7461335,1478,218090.0,9.0,54.0,14,40.0,54,-26,30,333,25.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
24374,24374,7461335,1478,218090.0,9.0,9.0,9,0.0,9,9,6,517,103.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,19
24375,24375,7461335,1478,218090.0,9.0,46.0,6,40.0,46,-34,34,641,41.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1
24376,24376,7461335,1478,218090.0,9.0,105.0,105,0.0,105,105,2,146,58.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,48
24377,24377,7461335,1478,218090.0,9.0,471.0,471,0.0,471,471,17,329,1548.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,43
24378,24378,7461335,1478,218090.0,9.0,74.0,13,61.0,65,-48,38,409,38.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2
24379,24379,7461335,1478,218090.0,9.0,321.0,321,0.0,321,321,3,181,538.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,95
24380,24380,7461335,1478,218090.0,9.0,245.0,245,0.0,245,245,13,239,622.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,36
24381,24381,7461335,1478,218090.0,9.0,95.0,6,89.0,89,-83,48,584,67.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,6
24382,24382,7461335,1478,218090.0,9.0,103.0,14,89.0,101,-75,33,133,67.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5
24383,24383,7461335,1478,218090.0,9.0,131.0,27,104.0,108,-77,45,161,235.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5
24384,24384,7461335,1478,218090.0,9.0,705.0,131,574.0,684,-443,36,309,2612.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,11
24385,24385,7461335,1478,218090.0,9.0,307.0,307,0.0,307,307,14,430,869.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,50
24386,24386,7461335,1478,218090.0,9.0,98.0,98,0.0,98,98,23,343,205.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,8
